Name,Meta_data,Apps,Mins,Goals,Assists,Yel_card,Red_card,ShotsPerGame,PassSuccess,AerialWonPerGame,ManOfTheMatch,Rating
Flavien Tait,"Rennes, 27, AM(CLR)",9(8),881,2,2,-,1,0.8,76,0.2,1,6.61
Leandro Paredes,"Paris Saint-Germain, 25, DMC",8(9),807,-,1,2,-,1.1,93.4,0.4,-,6.61
Alexander Schwolow,"Freiburg, 27, GK",16,1373,-,-,-,-,-,65.8,0.2,1,6.61
Björn Engels,"Aston Villa, 25, D(C)",15(2),1447,1,-,1,-,0.5,84.2,3.2,-,6.61
Javi López,"Espanyol, 34, D(R),DMC",13(1),1125,-,-,3,1,0.2,70.3,1.4,-,6.61
Pau Torres,"Villarreal, 23, D(C)",23(1),2071,1,1,4,-,0.3,84.3,1.4,-,6.61
Giacomo Bonaventura,"AC Milan, 30, M(CLR)",9(8),805,2,-,1,-,1.6,85.6,0.4,1,6.61
Jacopo Petriccione,"Lecce, 25, M(C)",16(4),1458,-,4,7,-,0.7,88.9,0.1,-,6.61
Adam Smith,"Bournemouth, 28, D(LR),M(R)",18,1560,-,1,6,-,0.2,78.1,1.5,-,6.61
Marvelous Nakamba,"Aston Villa, 26, DMC",18(3),1635,-,-,4,-,0.3,83.9,1,-,6.60
Carlos Clerc,"Levante, 28, D(L),M(L)",14,1259,-,2,4,-,0.1,68.7,1.7,-,6.60
Anaitz Arbilla,"Eibar, 32, D(CLR)",19(1),1729,1,-,5,-,0.7,74.4,2.5,-,6.60
Craig Dawson,"Watford, 29, D(CR)",17(3),1551,-,-,4,-,0.5,77.7,2.7,-,6.60
Ezequiel Garay,"Valencia, 33, D(C)",17,1439,-,-,2,-,0.4,87.6,1.7,-,6.60
Blaise Matuidi,"Juventus, 33, M(CL)",18(5),1617,-,2,2,-,0.5,88.9,0.7,-,6.60
Alexander Tettey,"Norwich, 34, M(C)",21(2),1791,1,1,4,-,0.8,88,1.3,-,6.60
Domingos Duarte,"Granada, 25, D(C)",26,2291,2,-,6,-,0.3,79.8,2.3,1,6.60
Admir Mehmedi,"Wolfsburg, 29, M(CLR),FW",11(6),937,2,2,-,-,1,74.5,0.9,-,6.60
Vitolo,"Atletico Madrid, 30, M(CLR),FW",10(11),1038,2,1,3,-,0.7,80.5,0.7,-,6.60
Daichi Kamada,"Eintracht Frankfurt, 23, AM(C)",14(5),1260,-,2,3,-,1.6,77.9,0.4,-,6.60
Aurélien Chedjou,"Amiens, 34, D(C),DMC",22,1972,-,-,2,1,0.4,78.8,1.8,-,6.60
Xavi Quintillá,"Villarreal, 23, D(L)",15(1),1373,-,2,5,-,0.2,85,0.6,-,6.60
Bernardo Espinosa,"Espanyol, 30, D(C)",18,1620,2,-,4,-,0.9,68.1,4.4,1,6.60
Jordan Ferri,"Montpellier, 28, M(C)",13(3),1154,-,-,1,1,0.7,83.8,0.6,-,6.60
Toni Villa,"Real Valladolid, 25, AM(L)",14(4),1111,-,1,4,-,0.8,76.2,0.2,1,6.60
Marco Friedl,"Werder Bremen, 22, D(CL),M(L)",16(2),1481,1,1,6,-,0.4,78.9,0.8,-,6.60
Marcus Ingvartsen,"Union Berlin, 24, AM(C)",14(6),1214,4,1,4,-,2,63.7,1.7,-,6.60
Chidozie Awaziem,"Leganes, 23, D(CR)",16(2),1504,-,-,7,-,0.4,73.7,1.8,-,6.60
Leonardo Bittencourt,"Werder Bremen, 26, M(CLR),FW",18(1),1552,2,1,5,-,1.7,76.9,0.8,-,6.60
Loris Benito,"Bordeaux, 28, D(CL),M(L)",21(2),1896,1,-,5,-,0.5,83.8,1.4,-,6.60
Kaan Ayhan,"Fortuna Duesseldorf, 25, D(C),DMC",24,2103,2,3,9,-,1,83.1,1.3,-,6.60
Jacques-Alaixys Romao,"Reims, 36, D(C),M(C)",21(1),1785,-,-,7,2,0.5,83.1,1.2,-,6.60
Will Hughes,"Watford, 24, M(CR)",18(3),1517,1,1,4,-,0.9,76.3,0.9,1,6.59
Rafael Leão,"AC Milan, 20, FW",10(11),1057,2,-,-,-,1.4,77.2,0.9,-,6.59
Joseph Aidoo,"Celta Vigo, 24, D(C)",21(2),1878,-,1,4,-,0.4,86.9,1.8,-,6.59
Jack Stephens,"Southampton, 26, D(C)",20(1),1828,1,3,2,-,0.3,69.6,1.9,1,6.59
Ridle Baku,"Mainz 05, 22, DMC,M(R)",19(3),1678,-,-,4,1,0.6,74.9,1,-,6.59
Marco Mancosu,"Lecce, 31, AM(C)",17(4),1514,8,1,2,-,2.4,74.7,0.5,1,6.59
Rachid Alioui,"Angers, 27, FW",17(11),1565,6,1,1,-,2.1,74.1,1.7,-,6.59
Sargis Adamyan,"Hoffenheim, 26, AM(CL),FW",6(9),746,5,1,1,-,1.4,74.5,0.8,2,6.59
Séamus Coleman,"Everton, 31, D(R),M(R)",14(4),1193,-,1,3,1,0.3,79,1,-,6.59
Nicolas Nkoulou,"Torino, 30, D(C)",19,1688,-,-,2,1,0.3,89.7,1.9,-,6.59
Jeremy Toljan,"Sassuolo, 25, D(LR),M(LR)",21(2),1876,1,2,7,-,0.2,85.4,0.3,-,6.59
Moussa Niakhaté,"Mainz 05, 24, D(C)",24,2160,-,2,6,-,0.4,79.4,2.3,-,6.59
Mamadou Fofana,"Metz, 22, D(C),DMC",18(2),1587,-,-,4,-,0.5,84.7,1,-,6.59
Jorge Miramón,"Levante, 30, D(R),M(R)",22(2),1931,-,3,3,-,0.4,76.7,1,-,6.59
Rubén Duarte,"Deportivo Alaves, 24, D(L)",25,2250,-,1,9,-,0.6,69,1.6,-,6.59
Romain Amalfitano,"Dijon, 30, M(CR)",18(8),1695,1,1,5,-,0.4,79.9,0.4,-,6.59
Sebastian Rode,"Eintracht Frankfurt, 29, D(R),M(C)",16(4),1244,2,-,2,-,0.5,82.6,0.8,-,6.59
Rubén Peña,"Villarreal, 28, D(R),M(L)",15(4),1415,1,1,5,-,0.3,81.2,0.8,2,6.59
Alfredo Morales,"Fortuna Duesseldorf, 29, M(C)",15(4),1403,1,2,6,-,0.9,71.1,3.5,-,6.59
Andreas Pereira,"Manchester United, 24, M(CLR)",18(5),1454,1,3,3,-,1.6,77.6,0.4,-,6.59
Streli Mamba,"Paderborn, 25, FW",14(4),1220,5,2,4,-,1.2,74.5,0.8,-,6.58
Mike Maignan,"Lille, 24, GK",28,2520,-,-,-,-,-,57.3,0.1,-,6.58
Evan Ndicka,"Eintracht Frankfurt, 20, D(CL)",14(1),1235,-,1,2,-,0.5,78.5,1.9,-,6.58
Anthony Briancon,"Nimes, 25, D(C)",20(2),1738,1,-,1,2,0.8,82,1.9,-,6.58
Zack Steffen,"Fortuna Duesseldorf, 25, GK",17,1530,-,-,-,-,-,65,0.4,1,6.58
Mexer,"Bordeaux, 31, D(C)",16(3),1490,-,2,5,-,0.5,81.2,2.5,-,6.58
Toño,"Levante, 30, D(L),M(L)",13(1),1171,-,2,-,-,0.1,79,1.1,-,6.58
Diego Llorente,"Real Sociedad, 26, D(C),DMC",19,1610,-,1,2,1,0.3,87.2,2.5,-,6.58
Roger Martí,"Levante, 29, FW",19(7),1668,11,-,4,-,1.8,64.6,1,4,6.58
Ambroise Oyongo,"Montpellier, 28, D(LR),M(L)",21,1825,-,-,3,-,0.5,77.3,1.1,-,6.58
Alessandro Florenzi,"Roma, 29, D(R),M(CLR)",12(2),1002,-,1,5,-,1,82,0.9,-,6.58
Tom Trybull,"Norwich, 27, M(C)",12(2),1031,-,-,2,-,0.8,92.5,1.6,-,6.58
Loïc Rémy,"Lille, 33, M(LR),FW",11(9),964,7,-,2,-,1.4,80.1,0.6,1,6.58
Martin Terrier,"Lyon, 23, AM(L),FW",13(10),1197,1,2,-,-,0.7,79.8,0.9,-,6.58
Leandro Trossard,"Brighton, 25, AM(L)",16(7),1446,3,3,-,-,1.1,74.1,-,-,6.58
Fabio Depaoli,"Sampdoria, 22, D(R),DMC,M(R)",11(5),987,-,1,6,-,1,67.8,0.9,1,6.58
Mouctar Diakhaby,"Valencia, 23, D(C)",10(6),1004,-,-,3,-,-,88.1,1.7,1,6.57
Kevin Strootman,"Marseille, 30, DMC",15(10),1409,2,3,7,-,0.4,85.6,1.2,-,6.57
Tom Heaton,"Aston Villa, 33, GK",20,1795,-,-,-,-,-,52.2,0.4,-,6.57
Trézéguet,"Aston Villa, 25, AM(LR)",13(11),1325,3,1,2,1,1.5,77.5,0.7,-,6.57
Víctor Laguardia,"Deportivo Alaves, 30, D(C)",21,1846,1,2,7,1,0.4,73.3,2.1,-,6.57
William Troost-Ekong,"Udinese, 26, D(C)",23,2060,-,-,4,-,0.2,81.6,1.7,-,6.57
Iddrisu Baba,"Mallorca, 24, DMC",25,2090,-,-,5,-,0.3,80.3,2,-,6.57
Romain Perraud,"Brest, 22, D(L)",19(1),1670,-,1,1,-,1.1,78.1,0.7,-,6.57
Jens Stryger Larsen,"Udinese, 29, D(CLR),M(LR)",22,1946,1,2,2,-,0.3,79.1,0.4,-,6.57
Pedro León,"Eibar, 33, M(LR)",18(5),1460,1,-,3,-,1.2,67.4,1.1,-,6.57
Mathias Pereira Lage,"Angers, 23, M(CL)",17(8),1543,1,3,2,-,1.4,75.2,1.3,-,6.57
Ryan Fraser,"Bournemouth, 26, M(CLR)",21(7),2063,1,4,2,-,1,79.9,0.2,-,6.57
James Milner,"Liverpool, 34, D(LR),M(CLR)",7(11),760,2,2,3,-,0.7,86.7,0.7,-,6.57
Jeremy Gelin,"Rennes, 22, D(C),DMC",10(4),923,-,-,1,-,0.2,88.1,1.4,-,6.57
Romain Philippoteaux,"Nimes, 32, AM(LR)",23(4),2001,5,2,3,-,1.1,75.6,0.1,-,6.57
Fode Ballo-Toure,"Monaco, 23, D(L),M(L)",18(3),1678,-,-,4,-,0.2,82.4,0.8,-,6.57
Reinildo,"Lille, 26, D(L),M(L)",12(4),1108,-,-,4,-,0.1,81.4,1.1,-,6.57
Jamal Lewis,"Norwich, 22, D(L),M(L)",16(3),1498,1,-,2,-,0.4,77.8,0.3,1,6.57
Moussa Doumbia,"Reims, 25, AM(CL),FW",22(4),1733,2,1,5,1,1.7,81,0.2,-,6.56
Quentin Boisgard,"Toulouse, 23, AM(C)",13(7),1150,1,1,1,-,0.9,80.3,0.8,-,6.56
Edinson Cavani,"Paris Saint-Germain, 33, AM(LR),FW",7(7),602,4,1,2,-,2,84.2,0.3,-,6.56
Jakub Jankto,"Sampdoria, 24, AM(CL)",15(4),1282,2,2,4,-,1.5,73.9,0.2,1,6.56
Kiko Femenía,"Watford, 29, D(LR),M(R)",17(2),1527,-,-,5,-,0.2,80.5,0.5,-,6.56
Chang-Hoon Kwon,"Freiburg, 25, AM(CR)",6(9),529,2,-,-,-,0.8,75.4,0.9,1,6.56
Florian Miguel,"Nimes, 23, D(CL)",23(1),2060,1,-,6,1,0.8,70.1,1.8,-,6.56
Douglas Luiz,"Aston Villa, 21, M(C)",18(8),1714,3,2,4,-,1.3,83.7,0.7,-,6.56
Ibrahima Sissoko,"Strasbourg, 22, DMC",18(5),1598,-,1,5,-,0.7,83.8,1.4,-,6.56
Dídac Vilá,"Espanyol, 30, D(L),M(L)",19(2),1742,-,-,5,-,0.4,66.9,2.2,-,6.56
Ben Foster,"Watford, 37, GK",29,2610,-,-,1,-,-,38.3,0.3,1,6.56
Ermin Bicakcic,"Hoffenheim, 30, D(C)",9(5),761,2,-,-,-,0.2,85.7,2.5,-,6.56
Rani Khedira,"Augsburg, 26, D(C),DMC",24,1981,-,2,7,-,0.2,71,1.7,-,6.56
Malang Sarr,"Nice, 21, D(CL)",16(3),1455,1,-,2,-,0.2,90.4,0.7,-,6.56
Efthymios Koulouris,"Toulouse, 24, FW",17(7),1546,4,2,1,-,1.6,73.5,1.5,-,6.56
Sandro Ramírez,"Real Valladolid, 24, AM(LR),FW",13(6),1086,3,1,2,-,1.9,74.1,0.5,-,6.56
Stefano Denswil,"Bologna, 26, D(CL)",17,1515,-,1,4,1,0.3,87,2.3,1,6.55
Mateo Musacchio,"AC Milan, 29, D(C)",17(1),1467,-,-,4,1,0.3,88.9,1.9,1,6.55
Roberto Soldado,"Granada, 34, FW",22(1),1760,2,4,11,-,0.9,71.6,1.7,-,6.55
Sofiane Boufal,"Southampton, 26, AM(CLR),FW",8(11),759,-,2,2,-,0.9,77.4,0.4,-,6.55
Andrea Pinamonti,"Genoa, 20, FW",15(5),1407,2,1,1,-,1.5,74.6,1.9,-,6.55
Haitam Aleesami,"Amiens, 28, D(L),M(L)",21(1),1916,1,1,4,-,0.1,77.6,1.8,-,6.55
Dominik Kohr,"Eintracht Frankfurt, 26, DMC",10(7),900,-,2,4,1,1.1,80,0.6,-,6.55
Conor Hourihane,"Aston Villa, 29, DMC",11(7),948,3,2,4,-,1,85.5,0.4,1,6.55
Danilo,"Bologna, 35, D(C)",19,1689,1,-,7,1,0.1,77.8,2.7,-,6.55
Lys Mousset,"Sheffield United, 24, FW",10(13),1020,5,4,1,-,1.4,73.2,0.8,1,6.55
Dusan Vlahovic,"Fiorentina, 20, FW",10(12),1149,6,-,4,-,2.2,67.1,1.4,-,6.55
Franck Kessié,"AC Milan, 23, DMC",21(2),1850,1,1,3,-,1,88.1,0.4,-,6.55
Víctor Sánchez,"Espanyol, 32, D(LR),M(CL)",19(2),1586,-,1,8,1,0.4,80.9,1.7,-,6.55
Jeff Hendrick,"Burnley, 28, M(CR)",22(2),1935,2,2,8,-,0.9,75.7,1.1,-,6.55
Bryan Cristante,"Roma, 25, M(C)",12(3),1062,1,2,3,1,1.2,84.3,0.7,-,6.55
Blerim Dzemaili,"Bologna, 33, M(C)",8(6),697,1,1,2,-,1.1,82.9,0.5,-,6.55
Enis Bardhi,"Levante, 24, AM(CL)",15(6),1445,2,2,4,-,1.7,75.8,0.2,1,6.54
Rubén Pérez,"Leganes, 30, M(C)",17,1479,-,-,7,-,0.8,75.7,1.2,-,6.54
Theo Valls,"Nimes, 24, DMC",20(3),1641,1,1,1,1,1.1,79.7,0.9,-,6.54
Marius Wolf,"Hertha Berlin, 24, D(R),M(CLR)",15(6),1411,1,3,1,1,0.7,65.9,1.1,-,6.54
Arkadiusz Reca,"SPAL 2013, 24, D(L),M(L)",18,1510,-,1,1,-,0.9,78.6,0.7,1,6.54
Timo Horn,"FC Koln, 26, GK",25,2250,-,-,-,-,-,70.1,0.2,-,6.54
Panagiotis Tachtsidis,"Lecce, 29, DMC",17(2),1448,-,1,4,1,1.4,78.5,1.8,-,6.54
Andrea Cistana,"Brescia, 23, D(C)",21,1839,1,-,7,1,0.3,84.4,2.2,-,6.54
Ionut Radu,"Genoa, 22, GK",17,1530,-,1,1,-,-,78.6,0.1,2,6.54
Sofiane Alakouch,"Nimes, 21, D(R)",17,1406,-,-,3,-,0.5,80.9,0.6,-,6.54
Joshua Sargent,"Werder Bremen, 20, FW",9(9),848,3,2,1,-,1.1,71.6,1.6,-,6.54
Marc Roca,"Espanyol, 23, DMC",24,2074,2,1,7,-,1,80.1,1.1,-,6.54
Gian-Luca Waldschmidt,"Freiburg, 23, AM(CR),FW",9(6),854,5,1,1,-,2,74.8,0.6,1,6.54
Ryan Bertrand,"Southampton, 30, D(CL),M(L)",23(1),2024,1,1,3,1,0.6,75,1.8,-,6.54
Simon Francis,"Bournemouth, 35, D(CR)",10(5),965,-,-,3,1,0.2,75.6,3.2,-,6.54
Tomás Vaclik,"Sevilla, 31, GK",26,2296,-,-,-,-,-,65.1,0.2,-,6.54
Andriy Yarmolenko,"West Ham, 30, AM(R)",9(6),829,3,1,2,-,1.3,81.2,0.1,1,6.54
Santi Mina,"Celta Vigo, 24, AM(LR),FW",15(9),1384,3,2,4,-,1.5,69.3,3,1,6.54
Christophe Herelle,"Nice, 27, D(CR)",13(2),1106,3,-,3,1,0.4,89.6,1.1,-,6.54
Samuel Grandsir,"Brest, 23, AM(LR)",17(7),1501,3,1,-,-,1.2,75.5,0.2,-,6.54
Lamine Fomba,"Nimes, 22, DMC",15(5),1376,-,-,6,-,0.8,69.9,2.1,-,6.54
Alex Iwobi,"Everton, 23, AM(CLR)",13(5),1170,1,-,-,-,1.2,80.4,0.3,-,6.54
Borja Mayoral,"Levante, 23, FW",17(6),1487,5,1,2,-,1.3,78.1,1,-,6.54
Per Skjelbred,"Hertha Berlin, 32, M(CR)",15(2),1207,-,-,3,-,0.1,83.4,0.7,-,6.54
Sergi Darder,"Espanyol, 26, M(CL)",24(2),2113,2,1,2,-,1.6,73.8,0.9,-,6.54
Miguel Trauco,"Saint-Etienne, 27, D(L),M(L)",17(2),1478,1,2,6,-,0.6,74.6,0.8,-,6.53
Nuno da Costa,"Strasbourg, 29, AM(R),FW",4(10),521,1,-,4,-,1.3,64.2,1.6,-,6.53
Álvaro Vadillo,"Granada, 25, AM(LR)",15(7),1222,3,1,-,-,0.8,73.8,0.3,-,6.53
Leopold Zingerle,"Paderborn, 26, GK",19,1710,-,-,1,-,-,79.3,0.4,-,6.53
Aleix Febas,"Mallorca, 24, AM(C)",18(5),1409,-,3,3,-,0.3,83,0.2,-,6.53
Jan Oblak,"Atletico Madrid, 27, GK",27,2406,-,-,-,-,-,54,0.1,-,6.53
Willian José,"Real Sociedad, 28, FW",18(8),1452,9,-,4,-,1.7,72,1,-,6.53
Ibrahima Niane,"Metz, 21, AM(L),FW",9(12),948,3,-,-,-,1.4,73,0.9,1,6.53
Manuel Akanji,"Borussia Dortmund, 24, D(C)",19(4),1769,-,-,1,-,0.3,90.8,1.1,-,6.53
Jonathan Silva,"Leganes, 25, D(CL),M(L)",24,2125,-,-,11,-,0.6,72.3,1.2,-,6.53
Stefan Mitrovic,"Strasbourg, 29, D(C)",23,2054,1,1,4,-,0.2,89.4,2.2,-,6.53
David Abraham,"Eintracht Frankfurt, 33, D(C)",13(1),1168,1,-,2,1,0.4,79.8,2.2,-,6.53
Franco Vázquez,"Sevilla, 31, AM(CLR),FW",9(14),897,3,-,4,-,0.6,87.2,1.2,-,6.53
Luiz Araújo,"Lille, 23, AM(LR)",7(14),821,2,1,1,-,1.1,76.4,0.2,1,6.53
Nicolas Isimat-Mirin,"Toulouse, 28, D(C)",14,1260,1,-,4,-,0.3,82.6,2.7,-,6.53
Mato Jajalo,"Udinese, 31, M(C)",14(6),1223,-,-,6,1,0.8,82,0.8,-,6.53
Matthias Zimmermann,"Fortuna Duesseldorf, 27, D(R),DMC,M(R)",25,2250,1,2,4,-,0.6,76.5,0.9,2,6.53
Jonjoe Kenny,"Schalke 04, 23, D(R)",23,2053,1,3,4,-,0.3,74,1.1,1,6.53
Igor Julio,"SPAL 2013, 22, D(C),M(L)",15(2),1340,-,1,7,-,0.2,83.1,0.8,-,6.53
Darko Brasanac,"Osasuna, 28, M(CR)",19(2),1680,-,1,7,-,0.9,75.8,1.5,-,6.53
Fabio Pisacane,"Cagliari, 34, D(CLR)",22,1949,1,-,5,1,0.2,88.9,2.1,-,6.53
Javi Moyano,"Real Valladolid, 34, D(R)",19,1601,-,-,3,-,0.2,72.6,1.3,-,6.52
Wahbi Khazri,"Saint-Etienne, 29, M(CLR),FW",13(3),1152,3,2,4,-,2.8,70.5,0.4,1,6.52
Yann M'Vila,"Saint-Etienne, 29, M(C)",21(2),1941,-,2,1,-,0.4,85.8,1.5,-,6.52
Iñigo Córdoba,"Athletic Bilbao, 23, AM(L)",13(1),871,1,2,4,-,1.2,74.5,0.6,1,6.52
Max Aarons,"Norwich, 20, D(R)",27,2430,-,1,6,-,0.5,78.9,0.4,-,6.52
Harry Winks,"Tottenham, 24, DMC",19(4),1596,-,-,8,-,0.4,89.8,0.5,-,6.52
Andrea Conti,"AC Milan, 26, D(R),M(R)",14(2),1248,-,1,5,-,0.1,81.9,0.6,-,6.52
Khouma Babacar,"Lecce, 27, FW",12(5),993,2,-,2,-,2.2,72.8,1.6,-,6.52
James Lea Siliki,"Rennes, 23, M(CL)",12(8),1080,-,-,4,-,0.8,78.5,0.6,-,6.52
Mathias Autret,"Brest, 29, M(CR)",14(9),1227,2,3,3,-,1.2,71.9,0.2,1,6.52
Zan Majer,"Lecce, 27, AM(C)",18(2),1420,1,1,7,-,0.8,80.7,0.3,-,6.52
Hwang Ui-Jo,"Bordeaux, 27, AM(CLR)",19(5),1639,6,2,2,-,1.5,83.7,0.7,-,6.52
Takashi Inui,"Eibar, 31, AM(CLR)",18(2),1475,1,3,2,-,1.7,80.1,0.3,1,6.52
Régis Gurtner,"Amiens, 33, GK",28,2520,-,-,-,-,-,60.4,0.4,-,6.52
Kike García,"Eibar, 30, FW",12(5),1089,3,-,2,-,2.1,64.9,4.2,-,6.52
Paolo Ghiglione,"Genoa, 23, D(R),M(R)",19(1),1589,-,5,4,-,1.2,74.8,0.5,-,6.52
Alexis Blin,"Amiens, 23, DMC",21(3),1845,-,1,4,-,0.1,84.8,1.8,-,6.51
Luca Pellegrini,"Cagliari, 21, D(L)",19(1),1662,-,4,9,-,0.6,75.7,0.9,-,6.51
Andrés Guardado,"Real Betis, 33, D(L),M(CL)",18(2),1533,-,3,9,-,0.5,84.2,0.5,-,6.51
Christian Eriksen,"Tottenham, 28, M(CLR)",10(10),1092,2,2,5,-,1.3,80.3,0.3,1,6.51
Lionel Carole,"Strasbourg, 28, D(L),M(L)",14(4),1272,-,-,3,-,0.3,80.7,1.3,-,6.51
Juan Ferney Otero,"Amiens, 24, AM(R),FW",14(4),1207,1,2,-,1,1.1,67.7,2.1,-,6.51
Josh Maja,"Bordeaux, 21, FW",6(15),725,6,2,-,-,0.9,83.3,0.2,1,6.51
Farid Boulaya,"Metz, 27, AM(R)",8(11),818,2,1,1,1,1.3,73.8,0.3,-,6.51
Callum Wilson,"Bournemouth, 28, FW",26(2),2350,8,-,9,-,1.5,66.7,1.5,1,6.51
Lago Junior,"Mallorca, 29, AM(L)",20(4),1765,4,-,2,-,1.3,77,1.6,-,6.51
Marc Albrighton,"Leicester, 30, M(LR)",3(11),477,-,3,1,-,0.5,76.5,0.1,-,6.51
Valerio Verre,"Verona, 26, AM(C)",17(6),1370,3,-,4,-,1.4,74.1,1,-,6.51
Antonino Barillà,"Parma Calcio 1913, 32, M(C)",15(3),1242,1,-,5,-,0.8,75.6,0.8,-,6.51
James McCarthy,"Crystal Palace, 29, M(C)",12(12),1174,-,-,6,-,0.4,76,0.5,-,6.51
Maximilian Eggestein,"Werder Bremen, 23, M(CR)",22,1956,-,2,5,-,1.6,77.2,1.2,-,6.51
Valère Germain,"Marseille, 29, AM(LR),FW",14(11),1348,2,4,1,-,0.8,75.6,1.4,-,6.51
Lumor Agbenyenu,"Mallorca, 23, D(L),M(L)",17(3),1608,-,-,3,1,0.6,73.8,0.9,-,6.51
Filippo Romagna,"Sassuolo, 22, D(C)",16(2),1477,-,-,3,-,0.1,93.1,1.4,-,6.50
Bakaye Dibassy,"Amiens, 30, D(CL)",22,1870,2,-,5,1,0.2,79.1,1.2,-,6.50
Federico Di Francesco,"SPAL 2013, 25, M(LR),FW",12(3),954,2,-,4,-,1.4,81.3,0.5,-,6.50
Pablo Fornals,"West Ham, 24, M(CLR)",15(12),1464,2,5,2,-,1.1,79.2,0.3,1,6.50
Karim Rekik,"Hertha Berlin, 25, D(CL)",14,1260,1,-,-,-,0.4,88,1.7,-,6.50
Francesco Magnanelli,"Sassuolo, 35, DMC",10(5),948,-,-,4,-,0.5,87.9,1.3,-,6.50
Ronaldo Vieira,"Sampdoria, 21, DMC",17(4),1505,-,1,8,1,1.2,83.2,1.3,-,6.50
Joel Robles,"Real Betis, 29, GK",26,2258,-,-,3,1,-,70.2,0.2,2,6.50
Krzysztof Piatek,"AC Milan, 24, FW",14(4),1190,4,-,1,-,2.7,77,2.1,1,6.50
Davide Calabria,"AC Milan, 23, D(LR),M(R)",11(5),1095,-,1,2,2,0.5,79.6,0.6,-,6.50
Jeffrey Gouweleeuw,"Augsburg, 28, D(C)",14(2),1268,-,1,4,-,-,77.6,1.3,-,6.50
David Soria,"Getafe, 27, GK",27,2430,-,-,1,-,-,40.8,0.2,1,6.50
Paul Lasne,"Brest, 31, M(CLR)",14(5),1224,2,1,1,-,0.7,83.3,0.8,1,6.50
Ben Godfrey,"Norwich, 22, D(C)",21,1836,-,-,2,1,0.5,89.5,1.8,-,6.50
Lucas Paquetá,"AC Milan, 22, AM(C),FW",9(8),818,-,1,5,-,1.2,77.3,1.1,1,6.50
Sergi Enrich,"Eibar, 30, FW",17(3),1450,1,3,4,-,1,72.1,4.2,1,6.50
Kevin Akpoguma,"Hoffenheim, 24, D(C)",11(3),982,-,-,2,-,0.1,89.2,1.4,-,6.50
Ederson,"Manchester City, 26, GK",25,2172,-,-,3,1,-,86.6,0.4,-,6.49
Stuart Armstrong,"Southampton, 28, AM(CLR)",12(9),1140,3,-,3,-,1.5,75.8,0.4,1,6.49
Sead Kolasinac,"Arsenal, 26, D(L),M(L)",13(4),1108,-,2,3,-,0.2,84.6,0.9,-,6.49
Emil Audero,"Sampdoria, 23, GK",25,2250,-,-,-,-,-,56.2,0.1,1,6.49
Conor Coady,"Wolverhampton Wanderers, 27, D(CR),DMC",29,2610,-,-,3,-,-,84.7,0.8,-,6.49
David de Gea,"Manchester United, 29, GK",29,2640,-,-,2,-,-,71.3,0.3,-,6.49
Diego López,"Espanyol, 38, GK",27,2423,-,-,2,1,-,52.3,0.2,-,6.49
Javier Ontiveros,"Villarreal, 22, AM(R)",3(18),441,2,1,1,-,1.5,80.4,0.1,-,6.49
Pape Diop,"Eibar, 34, M(C)",19(2),1651,1,-,6,-,1,74.8,2,-,6.49
Fabian Delph,"Everton, 30, D(L),M(CL)",13(3),1190,-,-,3,1,0.2,86.6,0.9,-,6.49
Ivan Radovanovic,"Genoa, 31, DMC",15(4),1318,-,1,3,-,0.8,86.5,1.4,-,6.49
Stephy Mavididi,"Dijon, 21, AM(L),FW",16(8),1394,5,1,-,-,1.1,81.6,0.2,-,6.48
Jony,"Lazio, 28, M(LR)",6(9),651,-,1,2,-,0.5,81.8,0.1,-,6.48
Alessandro Murgia,"SPAL 2013, 23, DMC",12(5),1168,-,1,2,-,0.8,86.2,0.8,-,6.48
Ibai Gómez,"Athletic Bilbao, 30, AM(LR)",6(8),648,-,-,-,-,1,78.7,0.1,-,6.48
Giovani Lo Celso,"Tottenham, 24, M(CR),FW",7(12),870,-,-,5,-,0.6,84.1,0.3,-,6.48
Oriol Romeu,"Southampton, 28, DMC",13(9),1310,-,-,3,-,0.2,78.4,1.5,-,6.48
Yohan Cabaye,"Saint-Etienne, 34, M(C)",12(3),865,-,1,3,-,0.7,82,0.5,-,6.48
Alexander Nübel,"Schalke 04, 23, GK",20,1776,-,-,1,1,-,70,0.5,-,6.48
Thomas Delaine,"Metz, 28, D(L)",14(2),1254,-,-,4,-,0.4,74.3,0.4,-,6.48
Allan-Roméo Nyom,"Getafe, 31, D(LR),M(R)",23(2),1804,2,-,10,-,0.4,62.3,1,-,6.47
Wesley Said,"Toulouse, 24, AM(CLR),FW",14(9),1162,2,1,2,-,1.1,82.8,0.6,-,6.47
David López,"Espanyol, 30, D(C),DMC",18(3),1499,2,2,2,1,0.4,78.6,2.4,-,6.47
Jay Rodriguez,"Burnley, 30, AM(CLR),FW",12(16),1381,5,-,1,-,1.6,66.9,2,-,6.47
José Luis Morales,"Levante, 32, D(R),M(CLR),FW",22(5),1963,2,2,2,-,1.2,69.3,0.4,1,6.47
Pierluigi Gollini,"Atalanta, 25, GK",22,1980,-,-,3,-,-,71.3,0.2,-,6.47
Vincent Manceau,"Angers, 30, D(LR)",22,1980,-,-,1,-,0.4,80.2,0.7,-,6.47
Diadie Samassékou,"Hoffenheim, 24, DMC",10(4),790,-,-,2,-,0.1,81.7,0.9,-,6.47
